,num-episode,review-score,positive-negative,review-comment
436,33,9,1,"Oathkeeper is another great episode. It does a nice job continuing where it left off in the last three episodes and the characters are still relatable.The storyline is still well-written, the script is interesting enough, the characters and their relationships continue to be fresh, the directing and editing is sharper, the music score from Ramin Djawadi is still gorgeous as is the scenery, and the dialog is solid. My only quibble is that it doesn't quite reach the same level as episode 1 and 2 in the writing department, although it's not exactly terrible because it's still well-written. So, overall, another great episode despite one nitpick."
437,33,10,1,"First of all I very much liked the change from the book, and the introduction of something quite new, that hasn't been written yet. It must be very important for later storyline and story outcome (finale) otherwise they wouldn't mention it; I surely like the idea of white walkers and their possible role in story outcome. Also I can't understand all the bad comments that I read in IMDb. If book fans (and therefore show fans!!!) expect to see strictly the same story they already read, why they after all watch show, they already know everything? All in this episode is perfectly well executed and written. Some of the alterations that are even possible in the book are very well written and presented. There is nothing bad in this episode it is even one of the best of whole series; Game of Thrones episodes become better and better as the story progress! 11/10"
438,33,10,1,"So much going on. Jaime comes to visit Tyrion who is falsely imprisoned in a dungeon, living in filth. Cersei has accused him of Joffrey's murder, but it must be hard for even she to logically think he is guilty. She hates him for his truthfulness and his smugness. He also knows about her incestuous trysts with her brother. She has gone into protective mode for her remaining son, feeling he may also be in danger. He gets a nocturnal visit from Margery who plays on his adolescent being. He is not like his brother, at least at this point, but he has to know that Grandpa is pulling the strings. Meanwhile, Dany and the gang finally arrive at the Meereen fortress and her forces sneak in and gain the trust and aid of the slaves. Those who crucified slave children pay a price for their evil as well. Brienne is enlisted to find and save Sansa. There are numerous other things going on including a group of cannibals joining forces with the Wildings, doing horrible things to people just for their own evil purposes. Once again they have set up a wonderful set of questions that need answering in upcoming episodes."
439,33,10,1,Another exciting episode with lots of action and a great story
440,33,9,1,"The worlds of Westeros and Essos keep displaying both beauty and brutality, and characters remain delightfully ambiguous. By the end of the episode, we are introduced to a character that will haunt the North for a long time."
444,33,8,1,Story (3.5/5)Soundtrack (4/5)Dialog (5/5)Graphic (4.5/5)Reasonableness (3.5/5)Entertainment (4/5)Overall (4/5)
446,34,8,1,"More exposition than serious events. It begins with the new king taking over. Cersei talks to Margery, asking her if she will be queen. She says she just doesn't know at this point. She says the right things to stay in good graces. Dany is having some trouble as the new ruler of the conquered city, as offense has been taken and possible retribution in the offing. Littlefinger and Sansa end up in the Ayrie with the crazy queen and her disgusting son. Littlefiner has to pretend to cotton to her wishes until he can move on. He owes her and can't take a chance. Arya lets the Hound know that she is interested in killing him or at least wishing him dead. Roose finally meets his death when Bran uses his special gifts to get rid of him. Of course, Tyrion is in prison and about to stand trial. This should be the focus of the sixth episode."
447,34,10,1,"This season as a whole has been amazing- the storyline has been much more compact, focusing on only a few plot lines each week; as a result, a lot more happens per episode in terms of characterization as well as plot development than what used to happen in the previous seasons. While this season has already given us classics like The Lion and the Rose and Oathkeeper, I feel that this episode one just knocked it out of the park. Every single sequence this episode was extremely well thought out, but I'm going to focus on the three most important things in this episode:Cersei- at first, I was extremely confused by how she was acting, as the things she was saying were extremely considerate of others, not sounding like Cersei at all. I saw a lot of outrage about this on Westeros.org. However, upon rewatch, I quickly realized that she was manipulating the judges to make so as to gain support at the trial. This was amazingly subtle and very well thought out by D&D. Side note: Oberyn Martell is easily turning out to be one of the most memorable characters of the show. Eyrie- everything that went on at the Eyrie was amazing. Aidan Gillen was actually really good this time around, and Kate Dicke was great as Lysa Arryn (glad to have her back). The imagery is truly spectacular. Of course, the highlight of these scenes was Sophie Turner- Sansa has become an amazing character this season, and Sophie Turner has completely aced every scene she's been in. The crying scene was particularly memorable. Finally, Craster's Keep- while some might have viewed this as filler, I found this sequence to be amongst the greatest sequences the show has ever done. Every character, from Bran to Jon to Jojen (MVP of this episode, easily) had really good moments. Sure, it wasn't required for plot advancement. But seriously, seeing how much every other scene in every episode does that, I loved the fact that we got a great action sequence instead this time. Plus, Jojen's vision has become my favourite scene from the show's entire run.So, my ranking of the episodes so far this season:1. First of His Name 2. The Lion and the Rose 3. Oathkeeper 4. Breaker of Chains 5. Two Swords"
421,32,9,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""Breaker of Chains"" is a slight let down after the incredible ""The Lion and the Rose"", nevertheless it was an excellent episode. Can totally see where people are coming from regarding the much-talked about controversial scene, and while it is open to interpretation that doesn't stop me from not being the biggest fan of the scene respectfully. It was uncomfortable to watch and not only added nothing, other than reminding us of what Jaime is capable of, but didn't fit with the rest of the episode. Personal opinion though.Really liked the story development and direction it's going. It is very hard to follow on from an episode as special and emotionally impactful as ""The Lion and the Rose"" but ""Breaker of Chains"" does so very well if not quite as powerful. The tension and emotion are great, the storytelling absorbs and it is always great to see Daenerys getting meaty scenes and Cersei being more interesting than she has been in a while. Tyrion and Jaime are especially well written here. While all the acting is never less than fine, Peter Dinklage, Emilia Clarke, Lena Headey and particularly Nikolaj Coaster-Waldau are the standouts here.Visually, ""Breaker of Chains"" looks amazing. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Breaker of Chains"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions such as suspenseful tension, poignant pathos and witty humour. The story is paced beautifully, structured with such nuance and attention to coherence, a high emotional level and is done with intelligence, passion and sensitivity.All in all, excellent. 9/10 Bethany Cox"
393,28,10,1,Would rate this episode as best ever in the whole GAME OF THRONES series!!It thrilled me to the core! 👌👌👌👍👍👍
420,31,10,1,"This is so great. Last episode written by george rr martin. Important episode, and season itself is great because of martin."
418,30,9,1,A new season and this episode doesn't disappoint: It brings us right back in the game.
395,29,9,1,"It would be a tough ask to expect episode 10, the final episode of season 3 of Game of Thrones, to match the quality that many of us witnessed with ""The Red Wedding"". However you will all be pleased to know, that Mhysa is a SATISFYING end to season 3 of Game of Thrones.I will not spoil anything for those who read this, but i will say this: Questions are answered... and new questions have formed. Also, some characters were left without any type of conclusion for season 3. In saying that though, the finale sets up the 4th season of Game of Thrones brilliantly and will have fans eagerly waiting for the next season. To sum it up, Myhsa is one of the better episodes of the series and satisfying conclusion to HBO's epic fantasy, even if it couldn't match the power and incredible scenes witnessed in ""The Rains of Castamere"""
396,29,9,1,"Arya and The Hound escape riding through the massacre of the Stark's army and Arya sees the decapitated body of her brother Robb. When Arya sees a group of drunken soldiers mocking her brother, she steals The Hound's knife and stabs one soldier in his throat while The Hound kills the others. The castrated Theon is tortured and his father and sister receive his penis in a box. Yara Greyjoy travels with fifty men to bring her brother back home. In King's Landing, the Lannisters celebrate the death of Robb. Ygritte reaches Jon Snow and he is seriously wounded by his lover. Davos releases Gendry and gives a boat to him. Sam and Gilly meet Bran and his friends and he gives the dragonglass dagger to Bran. Daenerys is worshiped by the former slaves of Yunkai. ""Mhysa"" is the engaging final episode of the Third Season of Game of Thrones. Arya kills a man and let's see how her action will affect her. Theon received what he deserved. Joffrey is messing around with his grandfather and he will certainly regret of his attitude. Daenerys' army continues to increase. My vote is nine.Title (Brazil): ""Mhysa"""
397,29,9,1,"So much to think about. I had wondered about Theon for an episode or so. He is in the hands of that sadist and worse and worse things are happening to him. This is hard to watch. For all his failings, this unending torture is a bit over the top. Sending his male parts to his father is about as vicious as anything imaginable. Tyrion continues to bate Joffrey and is taking some mighty chances, banking on his father needing him to complete his task. During all this we must ask ourselves if uniting these forces is even within the real of possibility. Danys is out there accumulating bodies to fight for her. She has become a liberator and is now the darling of the masses she is freeing. She has never lifted a finger to fight and yet has the charisma and power to make things happen. There is also that conflict that love puts in the way that is unresolved. Theon's sister has made a vow to bring him home, even though his father won't do a thing. She is going to recruit fifty of the most ruthless killers and head off to free him and her resolve has been very impressive. We also have the sorceress who worships the fire gods actually accepting expediency over personal gratification (who knows, maybe she has had this all along). Then there are are the wanderers. The Stark boys. John Snow. Shot full of arrows and reuniting with Sam. And what about Jaime. He finally appears in the chamber of his sister/lover. He is missing a hand and looks beaten. What is going to happen to him? Great writing, setting up more and more possibilities. Before seeing this and looking at Episode Nine, I thought that the future was so stacked, but there are limitless possibilities. Very nice wrap to the third season."
398,29,9,1,"It's been an exhilarating and emotional season, more spectacular that the previous two and yet retaining a tight narrative focus, the multiple plot strands cohering beautifully."
399,29,10,1,"To avoid spoilers, my review of ""Game of Thrones"" Season 3 will be necessarily brief, dependent as this show so often is on the key betrayals that affect its plot. In short, I loved it, and I'd give it a 10 out of 10. I don't know why I've felt so reluctant to do that ... maybe because I used to view it as too mainstream, given its zealous and seemingly universal fandom? This would be a dishonest review if I didn't admit that I was hooked on the show I used to make fun of.It has some of the best acting and dialogue in recent memory. The show might be worth watching for Peter Dinklage and Charles Dance's verbal sparring, alone, for example. Now, in this third season, Jon Snow and Daenerys finally evolved into heroes that I could actually root for. (They seemed a bit thinly rendered up until now.) I actually cheered when she wiggled that deal to purchase ""The Unsullied"" slave army. And there was just more ... fun stuff -- dragons, White Walkers, melees, surprise attacks, etc.At times the show feels slow to me -- its is still pretty chatty, and neither the White Walkers nor Daenerys' forces will ever win a war by moving swiftly. After three years of the show, they're ... still moving south and north, respectively. Rommel would have routed them easily.And, at times, ""Game of Thrones"" is too dark even for me. The scenes of torture and the bloody betrayals among allies' sometimes make me think that the writers (or George R. R. Martin himself) simply wish to depress their audience.Those things can't prevent me from being just as hooked on this as everyone else, though. Great stuff."
400,29,9,1,"Another great episode, letting us recover from the previous episode, while also setting things in motion for the next season. By there way, there's some brilliant foreshadowing here."
401,29,10,1,Great way to finish the season. Really sets it up for the next
402,29,9,1,Story (5/5)Soundtrack (4.5/5)Dialog (5/5)Graphic (4/5)Reasonableness (3.5/5)Entertainment (4/5)Overall (4.3/5)
403,29,9,1,"Season 3, episode 10. Arya is still with The Hound who is protecting her. Bran and his company meet with Sam and Gilly, Bran learns Jon Snow should be at the Night's Watch if he's still alive and about the White Walkers. Bran insists on leaving with his company to the North of the Wall. Sam and Gilly end up at Castle Black. Daenerys and her army invade Yunkai and free the slaves. Jon tells Ygritte goodbye, she shoots him with arrows in anger and he ends up at Castle Black. The Night's Watch sent ravens out to ask Stannis for help. Davos frees Gentry. Yara Greyjoy goes after her brother Theon to free him with a small army of men. Jaime Lannister and Brienne make it back to King's Landing. 9.5/10"
404,29,10,1,"After an intense previous episode, this finale is so great and in my mind underated. It deserves a 10/10, what a great music and such an end."
405,29,10,1,"Mhysa is another classic episode in Season 3. Not only does it have a great cliffhanger to Season 4, but it also has some great twists along the way.Much like episode 9, there aren't any faults I have with this. The storyline/script's still well-written, the dialog is smart, the performances are still compelling, the characters are still interesting, the relationships are still endearing, the pacing's much tighter, the direction and editing is even more sharper and focused, the scenery is still beautiful, and Ramin Djawadi's score is even gorgeous and builds up the atmosphere perfectly. So, overall, another great season finale and looking forward to review Season 4 today."
406,29,9,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""Mhysa"" may not be the most powerful, grand or barn-storming of season finales and it does pale in comparison to the previous episode ""The Rains of Castamere"" (which in all honesty was on a completely different level, being the magnum opus of a generally fine season of one of the magnum opuses of the whole of 'Game of Thrones'). It may not be the most plot-development-heavy (in terms of the episode itself) or twisty episodes. It also ends on an admittedly uplifting and hopeful but also rather anti-climactic note, that isn't the going out with the bang one expects (Daenerys had a much better final scene in ""And Now His Watch is Ended""). What ""Mhysa"" does do brilliantly is set things up for Season 4 and propel the action forward, making one highly anticipating the next season rather impatiently. It also excels just as well in past characters, that didn't get the focus they should have before, making welcome and well overdue returns after long absences. ""Myhsa"" was quite a poignant reunion episode of sorts and the softer and character-focused approach, while still having plenty of tension and resonance, to the storytelling was appreciated. Acting is superb all round, it is hard to follow on from Michelle Fairley's tour-De-force performance in ""The Rains of Castamere"" but everybody with no exceptions are more than up to the task, and on the dramatic front only the final scene didn't quite work for me. Direction is fine.Visually, ""Mhysa"" looks amazing. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Mhysa"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions such as suspenseful tension, poignant pathos and witty humour. The story is paced beautifully, structured with such nuance and attention to coherence, a high emotional level and is done with intelligence, passion and sensitivity.Overall, a very well executed season finale but it is hard not to feel that there could have been even more than what was given. Everything is done brilliantly, the episode just could have gone a little bit further. 9/10 Bethany Cox"
408,29,10,1,Just I am in love with show every episode I see I come and write a review just so greatly ended . Excited what's about to come
410,30,10,1,"This episode was definitely worth having 4 hours sleep. The Dragons have grown larger, the CGI that created them is so perfectly mastered, it's outstanding! Kit Haringtons and Sophie Turners acting has improved greatly, in S2/3, I cringed when Sophie (Sansa) talked, but now, her acting is perfect! She really deserves more screen time.I love the banter between Arya and Sandor (the hound), again, Maisie Williams acting has improved so much! The fighting scene was perfectly orchestrated, it seemed real.A new character has arrived! Prince Oberyn Martell of Dorne, played by Pedro Pascal. Even though he did only get about 10-20 minutes of screen time, his acting was superb! He played the character extremely well.An epic start to the season! Now to watch it again at 9PM!"
411,30,10,1,"Personally I didn't expect too much for the new season start, as in the books it is rather a long winding role play before the Purple Wedding. However I loved to see the fact how the character of the main actors is developing and changing. The acting was absolutely fantastic in my opinion. I was impressed after viewing the first episode, because I found a parallel in between the title ""Two Swords"" (and the actual forging of them) and the storyline of this episode. Don't know whether this was just making up in my mind or whether the author intended to do this:Two Swords - Two Atmospheres1. Wrath - Anger - Hate: The Hound, Arya, Daenerys, Oberyn, Mance Rayder, The Wildlings2. Desperation - Sadness - Pride: Jaime Lannister, Cersei Lannister, Jon Snow, Shae, TyrionCan't wait for more!2 thumbs up!"
412,30,8,1,"Tywin gives a sword made of Valyrian steel to Jaime and orders him to return to Casterly Rock, but Jaime refuses to go. Tyrion is assigned to welcome Prince Doran Matell but he learns that his brother Oberyn will attend the wedding instead and has arrived earlier. Tyrion finds Oberyn with his mistress in the brothel and he finds that he hates the Lannisters. Cersei gives a golden right hand for Jaime and her maid discloses information about Shae that she had overheard. Dontos meets Sansa to thank her for saving his life and gives a necklace that belonged to his mother to her. Tormund and the wildlings team up with the cannibals Thenn under the command of Styr. Jon Snow recovers from the injuries and goes to a hearing with the leaders of the Night's Watch. Arya and The Hound reach a tavern with five men and The Hound is forced to fight against them. Arya kills two men, one of them with her Needle. Daenerys find 163 slaves nailed to crosses and she reaches the front gate of the city of Meereen.""Two Swords"" is a warm start of the Fourth Season of ""game of Thrones"". The story introduces the dangerous and amoral Oberyn Matell. Daario Naharis that was played by Ed Skrein has been replaced by Michiel Huisman, who does not have any resemblance with the original actor. The impulsive Arya forces The Hound to fight again against a great number of opponents. My vote is eight.Title (Brazil): ""Two Swords"""
413,30,9,1,"The first episode in all seasons has been more like an allusion to what comes next, and two swords just served that purpose. ' Vengeance - ' lannisters are not the only ones to pay their debts' - with that Oberryn is introduced, who is seeking revenge against the lannisters for the gruesome murder of his sister.Arya is shaping into what looks like one psychopath girl, who now has the audacity to kill for what is rightfully hers. Honour - with the new sword being forged from the ICe - Ned's sword, the honourable house of Starks has fallen, Ser Jamie Lannister is still struggling to get his honour back as a knight in the Kingsguard , refusing his inheritance to Casterly Rock. There is Danearys , struggling to tame her own dragons, trying to bring the honur back to the house of Targaeryans.there was Jon Snow, trying to regain his position in the night's watch, and the wildlings still fighting.Emotions - Cersei tussling with her own thoughts, her love for Jamie now estranged! Brienne still trying to restore Catelyn's honour, and Sansa now becoming strong, and Shae turning green with envy.This episode had action, story and drama. Shot with attention to the minutest detail, the graphics( dragons have now grown big), their clothes, two swords marks a great beginning to the season 4."
414,30,10,1,"Two Swords not only does a great job introducing new characters, but also continuing the story lines for the Stark and Lannister with a few twists and turns. There aren't any faults I have with this episode because it's a classic and it's a great start to Season 4.The performances are still great, the storyline/script is even more fresh, the pacing is superb and doesn't drag, the relationships continue to shine, the scenery is gorgeous, the CGI graphics is really solid (even the look of the dragon in Daenerys' story-arc, which looks pretty cool), the action is really interesting, the music score is still beautiful, and the directing is terrific. So, overall, a great start to the fourth season. :)"
415,30,9,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""Two Swords"" may not be 'Game of Thrones' at its best, then again it is a season opener with character introductions and further plot advancement so things are not quite settled, but is a great start for Season 4. It does a fabulous job with introducing new characters and re-introducing past ones, while advancing what was shown before. One just wishes that more thought was put into the casting change for Daario, the lack of physical resemblance is too jarring and didn't feel like the same character.In terms of standout scenes, the highlight for me is the final one between Arya and Sandor. All the acting is superb, the always-never-less-than-great actors such as Peter Dinklage, Charles Dance and Jack Gleeson still shine, Sophie Turner has really grown as an actress and the new characters make a strong impression, Pedro Pascal particularly note-worthy. Direction is fine.Visually, ""Two Swords"" looks amazing. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. The visual effects are some of the best of any television programme and are not overused or abused, the scale, the detail and how they actually have character and soul are better than those in a lot of the big-budget blockbusters. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Two Swords"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.It is hard not to be bowled over by the quality of the writing, outstanding isn't a strong enough adjective to describe how good the writing is once again. It always has a natural flow, is layered and thought-provoking and demonstrates a wide range of emotions such as suspenseful tension, poignant pathos and witty humour. The story is paced beautifully, structured with such nuance and attention to coherence, a high emotional level and is done with intelligence, passion and sensitivity.On the whole, great season opener if not quite a show high-point. 9/10 Bethany Cox"
416,30,9,1,"With season 4 making it to the screens, many a reviews came out as the season didn't began as they expected it to be. As GRRM still on the 6th book of the ""a song of ice and fire"" series, the producers are in no hurry to catch up to him, as each of their yearly season is based upon each book Martin wrote in quite a lot of time. Seeing as the producers have to cover up a ""storm of swords"" that was half left with the end of the previous season, I'm quite sure they think of covering up this book as well as the next in the series ""A feast for crows"" . With 10 episodes each year, they can fill up as many gaps as they can and try to go with the books but going according to the pages will be quite a lot of work and since each season has an yearly gap between it , this idea would seem impossible. Furthermore the 4th season of Got began with a good start as they have to cover up a lot of story in coming 9 episodes, let's just hope they deliver 180 days of shooting with pure excitement."
417,30,9,1,"In terms of plot progression, ""Two Swords"" offered minimal movement. However, the superb execution of this episode demonstrates the confidence and skill that David Benioff and D.B. Weiss have accumulated over the past three seasons."
419,30,9,1,Story (4/5)Soundtrack (3.5/5)Dialog (5/5)Graphic (4.5/5)Reasonableness (4/5)Entertainment (5/5)Overall (4.3/5)
336,24,8,1,"Jon Snow is questioned about the defenses of The Wall. Then he goes with Ygritte to a cave where they have sex. Daenerys asks her officers who should be their leader and they indicate Grey Worm. Lord Rickard Karstark kills the Tywin's grandsons and Catelyn, Talisa and Edmure advise Robb to keep Rickard as a hostage since if he executes Rickard, his men will leave him and return home. However Robb beheads Rickard in the name of the justice and he loses half of his army. Jaime and Brienne are delivered to Lord Bolton and he gives accommodations to them and Jaime's arm is treated to avoid gangrenous. The Hound defeats Dondarrion and is released by the Brotherhood. Tyrion makes financial arrangements with Oleanna to share the expenses of the wedding. Then Cercei and he are summoned by their father that explains that each one of them will get married.""Kissed by Fire"" shows Jon Snows breaking his vows of Night's Watch with Ygritte. Robb's sense of justice has brought losses to him. The mysterious Lord of Light is powerful and revives Dondarrion that is killed in combat by The Hound. But the Machievellian Tywin uses Cersei's poison to makes arrangements for the marriage of his children. My vote is eight.Title (Brazil): ""Kissed by Fire"""
335,24,10,1,"What a lot to absorb. Jaime's actions as a ""king killer"" are finally revealed. During a time in a bath, talking to Brienne, he reveals that what he did was actually noble, but that Stark had no interest in hearing his side of the story. He is a complex, multi-dimensional character. There is another supernatural element at work here, as well (for me, the less magic and non-earthly things, the better) with the revivification of the leader of the no banners group and the Hound. John Snow is finally seduced and it turns out that he is quite a lover. He is now fully embraced in his new life with his new people. The most intriguing plot development has to do with Tyrion and Cersei, who are now to be used as pawns to join certain factions in the war, and to squelch the efforts of one group to create a marriage of convenience politically. This sets up a whole raft of possibilities. Meanwhile, Dany has made all her new soldiers free men, and, in the process, attained great loyalty from them. They will be great fighters because they are like automatons. I'm looking forward to the next installment."
334,23,10,1,Liked some of that conversation between Margaery's mom and Cercei
257,18,10,1,What an episode . . . The real treat from HBO. The work done by director is awesome. According to me ... best i have seen on TV serial. Blackwater bay was one of the big battles of the books and a complete episode just for this battle was amazing. Game of thrones is setting new standard on small screens.A truly justice done to George R R Martin books. I have read all five books of Ice and Fire. And according to me Third book gives damn shocks. Heard that book 3 will be divided into 2 seasons. That means 20 episodes story line will go even more deep. Damn we have to wait for future episodes and also for Winds of winter to release.Hats off to you guys.
258,18,10,1,"56mins of Spine-Chilling Awesomeness!!! The best episode I've seen yet.. Game of Thrones keeps getting better and better! I have the full set of books but after watching 19 episodes, I decided not to read it because it might spoil the story, I'd rather watch the TV series. Perfect acting, the details of the war.. Just don't have enough words to express how awesome this episode, and the entire series as a whole was! This episode was a thriller!I sure am going to miss it since there is only one more episode left for the season, cant wait for the next season to begin!"
259,18,9,1,"Episode written by novelist George R.R. Martin himself, the script here drips with sarcasm and is crisp as ever delivered by the show's fine actors. The sense of danger and urgency is omnipresent, the dialogues and monologues epic and the battle brutal, strategic and intense, even though like most of Game of Thrones it is purposely poorly lit.A great episode following the high level of acting/directing in Alan Taylor's ""The Prince of Winterfell"" and ending unexpectedly with the entrance of a prominent character.Tyrion, Cersei and Catelyn's characters dominate the screen time and shine while the cowardly young king punctuates a few dark moments. Politics, power, friendship, love and warfare intermingle in a delicious night to remember."
260,18,10,1,"WOW is all I can say. Now this is what I call great TV.Plot In A Paragraph: Stannis has arrived to take Kings Landing and the Battle Of Blackwater begins. Hands down the best episode of ""Game Of Thrones"" so far. On the whole, this episode really has no low points. Sophie Turner really shines in this episode, and she shares some good meaty scenes with Rory McCann (The Hound) Lena Headey (Cersi) and Sibel Kekilli (Shae) Jack Gleeson is fine as Joffrey who's too young and frightened to risk his own life while Stannis is perfectly willing to do so, leading the battle from the front. Stephen Dillane's Stannis comes off really well in this episode and Conleth Hill's Varys always shines, But this episode is all about one of my favourite characters and actors in the show Peter Dinklage's Tyrion Lannister. I have often praised his work on this show in my reviews. He won the Emmy for his work in the first season, and he should win another for his work in this episode alone. From the scene with Shae in bed where he talked about his nerves, to his rousing Speech to rally the troops after Joffery had fled to his work on the battlefield. He is simply superbIn the end, this is the show's finest hour in two seasons, and it's fitting it's the hour written by George R.R. Martin."
261,18,10,1,Fking Great. Didnt even notice an hour has passed.
262,18,10,1,"Blackwater is by far an excellent episode for Season 2. It does a nice job continuing the story lines from the previous episodes and the action pieces during the episode are terrific. There are no problems I have for Blackwater.The performances are still great, the story/script is still well-written, the dialog is fresh this time around, the pacing is much tighter and doesn't drag, the directing is really good, the music score suits the action moments really well, the editing is sharp, and the scenery is still gorgeous. Also, the character relationships never fails to be interesting. So, overall, a classic episode and a sign that things are getting progressively better. Next episode review, coming right up."
263,18,10,1,"Seriously a 10 is not enough for this episode. Chills through and through. Every other scene.
There is no side I support. There are no clear lines drawn out about the hero side and the villain side, you are immersed in the battle and the characters on both sides.
The men fighting and the women grouped together by Cersei create some spine chilling moments. Some moments stood out less obvious than others. The scene where Sansa picks up the doll Ned gave her. Oh and the last shot with Cersei telling Tommen the story of a lion cub while sitting on the iron throne and ready to poison him."
264,18,8,1,"In ""Blackwater"", Game of Thrones' typical style is radically changed, which starts with the fact that the usual handful of locations are narrowed down to only one, King's Landing. This is, of course, serving the purpose of the huge battle at Blackwater bay, which gives the episode its title. The main cast contracts pertinently and only 11 of the usual 25 are left – something that on the other hand enhances the focus on those particular characters. Especially Tyrion, Cersei, and Sansa have more screen time than usual and guest writer George R. R. Martin, author of the show's source material, the ""A Song of Ice and Fire"" series, includes a multitude of important character information into the cleverly written and grandly acted dialogs. However, it's unlikely the awkward conversations between Queen Regent Cersei and Queen to-be Sansa about the possibility of the latter getting raped by Stannis' troops, nor the entertaining ""F—k everything"" attitude of our canine friend in the King's Guard, Sandor Clegane, that audiences will remember about this episode. What happens in the last five scene of ""Blackwater"", with an absolutely stunning twist that will leave your mouth wide open during the whole ending credits, makes it a fan- favorite. But first things first: it actually takes the episode quite some time to gain momentum and not one scene in the first quarter of an hour was really something special. The looming fleets of Stannis Baratheon excited me and looked really good, yet I knew that this wasn't nearly the full potential of the show. Slowly but surely, one-time Game of Thrones director Neil Marshall manages to get the right mood on the screen and once Tyrion's sellsword Bronn lets loose of his fiery arrow in the direction of Stannis, the episode's mood varies dramatically. The following wildfire explosion is unbelievable, but the battle isn't over, it has just begun. Before we get to massive bloodshed in front of the Mud Gate, however, there's a cut to Cersei and Sansa, fifty-fifty voluntarily getting drunk in Maegor's Holdfast, where they are separated from the martial outside world. And then, in the second half of ""Blackwater"", an unforgettable battle commences, that is understandably small scale in comparison to cinema blockbusters, but includes umpteen awesome close-combat killings, fantastically realized by director Marshall. Much of the gore scenes, that made the show quite notorious for TV circumstances, are there as well and they are so artistically done that it's impossible to not have fun with it. But it wouldn't be Game of Thrones if the final scene weren't a jaw-dropping surprise. Lena Headey as Cersei is amazing in an extremely emotional finale that alternately shows her and her son Tommen in the Throne Room and Tyrion and Stannis on the battle field. All of this is almost too enthralling to watch and culminates in the arrival of Loras Tyrell. Remember, the audience doesn't know on which side he and his family are on at this point and that makes the scene with him entering the Red Keep one of the best moments in the whole show.""Blackwater"" is undeniably one of the most rememberable Game of Thrones episodes, even though I personally found the first third to be too slow and also found several inaccuracies and logical flaws (How does Stannis now that Tyrion is responsible for the Wildfire? How can Stannis climb up the latter to King's Landing first of all without anyone of the Lannister's attacking him?). I do think that the hype about this episode is a bit disproportionate, but ""Blackwater"" is nevertheless one of the show's highlights."
